keyword,202303,tot_cnt
zhejiang,3,3
richest,1,1
xis,3,3
provinces,3,3
chinas,8,8
loyalist,1,1
economy,21,21
predecessors,1,1
government,6,6
mr,4,4
elevation,1,1
experience,3,3
central,4,4
managing chinas,1,1
known loyalist,1,1
gdp,19,19
li,3,3
policies,3,3
sustainable,14,14
prediction,1,1
covid19,3,3
factors,15,15
premier,2,2
qiang,3,3
measures,5,5
upgrade,2,2
highquality,6,6
macro,3,3
stabilization,1,1
remarks,2,2
geopolitical,4,4
bright,1,1
percent,3,3
prices,6,6
external,3,3
huge,1,1
start,8,8
minimal,1,1
congress,3,3
risks,12,12
recovery,7,7
volatility,3,3
waves,1,1
didnt,3,3
monday,15,15
orientation,1,1
infections,1,1
chinas gdp,1,1
trend stabilization,1,1
risks li,1,1
materialize supply,1,1
guozhong,1,1
xinhua,2,2
sector,20,20
rice,1,1
premiers,1,1
capacity,2,2
hype,2,2
foreign,7,7
kong,3,3
dividend,1,1
steadfast,1,1
legislature,1,1
closing,4,4
reporters,1,1
basis,10,10
principles,4,4
integrate,1,1
average,21,21
welcomes,1,1
outlook,16,16
aspiration,1,1
session,5,5
regardless,1,1
stability china,1,1
defusing risks,1,1
increased 14,1,1
pursue employmentfirst,1,1
ecommerce,1,1
platforms,3,3
digitalfirst,1,1
unicorns,1,1
providers,3,3
successful,1,1
agile,1,1
replication,1,1
b2b,3,3
stripe,1,1
viability,1,1
gatekeeper,1,1
online,4,4
mobileye,1,1
ratings,1,1
ecosystem,5,5
capitalisations,1,1
sloan,1,1
ibisworld,1,1
natives,1,1
fairness,1,1
leonardo,1,1
proportion,1,1
meaning,3,3
stagnant,2,2
enable,7,7
minerturnedmaterials,1,1
integral,1,1
platform businesses,1,1
new digital,1,1
autocad unique,1,1
expelled unable,1,1
welfare,1,1
workingage,1,1
pandemic,15,15
pension,1,1
healthy,1,1
coverage,2,2
parliamentarians,1,1
organisations,3,3
newsletters,1,1
uks,1,1
condition,1,1
cuts,3,3
appeal,1,1
lack,2,2
longerterm,2,2
way,5,5
invest,7,7
population,10,10
pace,6,6
students,4,4
insight,3,3
january,7,7
scheme,3,3
finch,1,1
cost,9,9
limit,4,4
standards,4,4
fraught,1,1
director,3,3
cite,1,1
health finances,1,1
taskforce focused,1,1
speech january,1,1
excluding students,1,1
banks,9,9
recession,23,23
failures,3,3
impact,15,15
stability,8,8
systemic,2,2
risk,6,6
svb,6,6
news,4,4
ipsos,1,1
folks,1,1
valley,11,11
rattle,1,1
rickety,1,1
afloat,1,1
lines,1,1
rates,20,20
clicks,1,1
small,3,3
roundtheclock,1,1
layoffs,3,3
weekend,3,3
talk,2,2
actual,2,2
wells,2,2
theres,3,3
mindset,1,1
recipients,1,1
santa,1,1
behavioral,1,1
reinforcing,1,1
ease,1,1
pandemic began,1,1
attitudes ipsos,1,1
lot faster,1,1
businesses,3,3
marketers,1,1
growth,16,16
spending,1,1
stacks,1,1
unconnected,1,1
percentage,3,3
overall,6,6
campaigns,2,2
data,13,13
biggest,6,6
slows,1,1
clevertouch,1,1
satisfaction,1,1
southampton,1,1
solutions,5,5
surprise,1,1
drop,1,1
seamless,1,1
reporting,2,2
flat,2,2
strong,4,4
point,4,4
thats,2,2
care,2,2
dig,1,1
